============================================================
Log started at: 20251215_200711
Log file: sudoku_ga_log_20251215_200711.txt
============================================================

==================== EXPERIMENT CONFIGURATION ====================
Sudoku File:          .\computacion_evolutiva_1\sencillo.txt
Algorithm Runs:       1
Population Size:      100
Mutation Rate:        0.01
Elite Size:           5
Crossover Rate:       0.9
Crossover Type:       single_point
Elitism Replacement:  worst
================================================================

Loading board from .\computacion_evolutiva_1\sencillo.txt...
Initial Board:
0 0 0 | 0 3 0 | 0 0 4 
0 9 0 | 4 0 6 | 0 7 0 
0 5 0 | 0 0 0 | 3 8 0 
---------------------
0 0 0 | 0 7 8 | 0 0 3 
3 0 0 | 0 0 0 | 6 9 0 
5 4 0 | 6 0 0 | 0 2 0 
---------------------
7 0 5 | 0 2 4 | 0 0 0 
9 8 4 | 0 6 5 | 2 0 0 
0 2 6 | 0 8 0 | 0 0 9 

Starting Mutation Rate Sweep: [0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7]
Runs per rate: 10

########################################
### TESTING MUTATION RATE: 0.1 ###
########################################

--- Mutation 0.1 | Run 1/10 ---
Gen 960: Best Fitness = 7.00 | Avg Fitness = 28.95
Gen 970: Best Fitness = 7.00 | Avg Fitness = 29.81
Gen 980: Best Fitness = 7.00 | Avg Fitness = 30.56
Gen 990: Best Fitness = 6.00 | Avg Fitness = 30.10
Max generations reached.
Run Finished. Final Fitness: 6.0

--- Mutation 0.1 | Run 5/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 44.00 | Avg Fitness = 65.74
Gen 10: Best Fitness = 23.00 | Avg Fitness = 40.02
Gen 20: Best Fitness = 20.00 | Avg Fitness = 35.13
Gen 30: Best Fitness = 17.00 | Avg Fitness = 32.28
Gen 40: Best Fitness = 16.00 | Avg Fitness = 32.39
Gen 50: Best Fitness = 16.00 | Avg Fitness = 33.23
Gen 60: Best Fitness = 16.00 | Avg Fitness = 33.50
Gen 70: Best Fitness = 16.00 | Avg Fitness = 32.58
Gen 80: Best Fitness = 16.00 | Avg Fitness = 32.77
Gen 90: Best Fitness = 14.00 | Avg Fitness = 34.28
Gen 100: Best Fitness = 14.00 | Avg Fitness = 32.18
Gen 110: Best Fitness = 14.00 | Avg Fitness = 33.48
Gen 120: Best Fitness = 14.00 | Avg Fitness = 33.65
Gen 130: Best Fitness = 14.00 | Avg Fitness = 32.78
Gen 140: Best Fitness = 13.00 | Avg Fitness = 32.28
Gen 150: Best Fitness = 13.00 | Avg Fitness = 31.55
Gen 160: Best Fitness = 13.00 | Avg Fitness = 36.24
Gen 170: Best Fitness = 13.00 | Avg Fitness = 32.83
Gen 180: Best Fitness = 13.00 | Avg Fitness = 32.37
Gen 190: Best Fitness = 13.00 | Avg Fitness = 32.95
Gen 200: Best Fitness = 13.00 | Avg Fitness = 31.31
Gen 210: Best Fitness = 13.00 | Avg Fitness = 30.73
Gen 220: Best Fitness = 13.00 | Avg Fitness = 32.47
Gen 230: Best Fitness = 13.00 | Avg Fitness = 31.20
Gen 240: Best Fitness = 13.00 | Avg Fitness = 34.01
Gen 250: Best Fitness = 13.00 | Avg Fitness = 33.23
Gen 260: Best Fitness = 13.00 | Avg Fitness = 33.55
Gen 270: Best Fitness = 13.00 | Avg Fitness = 33.50
Gen 280: Best Fitness = 12.00 | Avg Fitness = 30.73
Gen 290: Best Fitness = 12.00 | Avg Fitness = 31.73
Gen 300: Best Fitness = 12.00 | Avg Fitness = 32.00
Gen 310: Best Fitness = 11.00 | Avg Fitness = 31.58
Gen 320: Best Fitness = 11.00 | Avg Fitness = 32.60
Gen 330: Best Fitness = 11.00 | Avg Fitness = 32.07
Gen 340: Best Fitness = 11.00 | Avg Fitness = 32.47
Gen 350: Best Fitness = 11.00 | Avg Fitness = 29.57
Gen 360: Best Fitness = 11.00 | Avg Fitness = 32.28
Gen 370: Best Fitness = 11.00 | Avg Fitness = 32.90
Gen 380: Best Fitness = 11.00 | Avg Fitness = 31.51
Gen 390: Best Fitness = 11.00 | Avg Fitness = 29.52
Gen 400: Best Fitness = 11.00 | Avg Fitness = 33.22
Gen 410: Best Fitness = 11.00 | Avg Fitness = 30.60
Gen 420: Best Fitness = 11.00 | Avg Fitness = 33.26
Gen 430: Best Fitness = 11.00 | Avg Fitness = 31.27
Gen 440: Best Fitness = 11.00 | Avg Fitness = 31.09
Gen 450: Best Fitness = 11.00 | Avg Fitness = 32.87
Gen 460: Best Fitness = 11.00 | Avg Fitness = 31.05
Gen 470: Best Fitness = 11.00 | Avg Fitness = 30.89
Gen 480: Best Fitness = 11.00 | Avg Fitness = 31.80
Gen 490: Best Fitness = 11.00 | Avg Fitness = 34.17
Gen 500: Best Fitness = 11.00 | Avg Fitness = 32.02
Gen 510: Best Fitness = 11.00 | Avg Fitness = 32.44
Gen 520: Best Fitness = 11.00 | Avg Fitness = 30.70
Gen 530: Best Fitness = 11.00 | Avg Fitness = 29.45
Gen 540: Best Fitness = 11.00 | Avg Fitness = 31.70
Gen 550: Best Fitness = 11.00 | Avg Fitness = 29.81
Gen 560: Best Fitness = 11.00 | Avg Fitness = 30.96
Gen 570: Best Fitness = 11.00 | Avg Fitness = 31.80
Gen 580: Best Fitness = 11.00 | Avg Fitness = 29.83
Gen 590: Best Fitness = 11.00 | Avg Fitness = 32.98
Gen 600: Best Fitness = 11.00 | Avg Fitness = 30.22
Gen 610: Best Fitness = 11.00 | Avg Fitness = 30.46
Gen 620: Best Fitness = 11.00 | Avg Fitness = 31.25
Gen 630: Best Fitness = 10.00 | Avg Fitness = 30.13
Gen 640: Best Fitness = 10.00 | Avg Fitness = 29.47
Gen 650: Best Fitness = 10.00 | Avg Fitness = 32.86
Gen 660: Best Fitness = 9.00 | Avg Fitness = 28.93
Gen 670: Best Fitness = 9.00 | Avg Fitness = 30.11
Gen 680: Best Fitness = 9.00 | Avg Fitness = 31.67
Gen 690: Best Fitness = 9.00 | Avg Fitness = 30.44
Gen 700: Best Fitness = 9.00 | Avg Fitness = 32.11
Gen 710: Best Fitness = 9.00 | Avg Fitness = 32.59
Gen 720: Best Fitness = 9.00 | Avg Fitness = 31.65
Gen 730: Best Fitness = 9.00 | Avg Fitness = 30.71
Gen 740: Best Fitness = 9.00 | Avg Fitness = 31.08
Gen 750: Best Fitness = 9.00 | Avg Fitness = 29.89
Gen 760: Best Fitness = 9.00 | Avg Fitness = 30.68
Gen 770: Best Fitness = 9.00 | Avg Fitness = 33.05
Gen 780: Best Fitness = 9.00 | Avg Fitness = 30.49
Gen 790: Best Fitness = 9.00 | Avg Fitness = 29.53
Gen 800: Best Fitness = 9.00 | Avg Fitness = 31.35
Gen 810: Best Fitness = 9.00 | Avg Fitness = 30.35
Gen 820: Best Fitness = 9.00 | Avg Fitness = 30.49
Gen 830: Best Fitness = 9.00 | Avg Fitness = 30.04
Gen 840: Best Fitness = 9.00 | Avg Fitness = 33.04
Gen 850: Best Fitness = 9.00 | Avg Fitness = 33.77
Gen 860: Best Fitness = 9.00 | Avg Fitness = 33.35
Gen 870: Best Fitness = 9.00 | Avg Fitness = 29.28
Gen 880: Best Fitness = 9.00 | Avg Fitness = 29.52
Gen 890: Best Fitness = 9.00 | Avg Fitness = 29.73
Gen 900: Best Fitness = 9.00 | Avg Fitness = 30.94
Gen 910: Best Fitness = 9.00 | Avg Fitness = 29.39
Gen 920: Best Fitness = 9.00 | Avg Fitness = 33.04
Gen 930: Best Fitness = 9.00 | Avg Fitness = 31.83
Gen 940: Best Fitness = 9.00 | Avg Fitness = 31.85
Gen 950: Best Fitness = 9.00 | Avg Fitness = 31.08
Gen 960: Best Fitness = 9.00 | Avg Fitness = 32.04
Gen 970: Best Fitness = 9.00 | Avg Fitness = 31.13
Gen 980: Best Fitness = 9.00 | Avg Fitness = 30.50
Gen 990: Best Fitness = 9.00 | Avg Fitness = 31.60
Max generations reached.
Run Finished. Final Fitness: 9.0

--- Mutation 0.1 | Run 6/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 39.00 | Avg Fitness = 64.97
Gen 10: Best Fitness = 26.00 | Avg Fitness = 41.27
Gen 20: Best Fitness = 22.00 | Avg Fitness = 34.52
Gen 30: Best Fitness = 20.00 | Avg Fitness = 34.89
Gen 40: Best Fitness = 17.00 | Avg Fitness = 35.13
Gen 50: Best Fitness = 14.00 | Avg Fitness = 32.09
Gen 60: Best Fitness = 14.00 | Avg Fitness = 31.21
Gen 70: Best Fitness = 14.00 | Avg Fitness = 31.60
Gen 80: Best Fitness = 14.00 | Avg Fitness = 32.08
Gen 90: Best Fitness = 14.00 | Avg Fitness = 33.34
Gen 100: Best Fitness = 14.00 | Avg Fitness = 30.78
Gen 110: Best Fitness = 14.00 | Avg Fitness = 32.21
Gen 120: Best Fitness = 14.00 | Avg Fitness = 34.75
Gen 130: Best Fitness = 14.00 | Avg Fitness = 35.34
Gen 140: Best Fitness = 14.00 | Avg Fitness = 33.72
Gen 150: Best Fitness = 14.00 | Avg Fitness = 33.36
Gen 160: Best Fitness = 14.00 | Avg Fitness = 33.07
Gen 170: Best Fitness = 14.00 | Avg Fitness = 31.34
Gen 180: Best Fitness = 14.00 | Avg Fitness = 32.27
Gen 190: Best Fitness = 14.00 | Avg Fitness = 31.55
Gen 200: Best Fitness = 14.00 | Avg Fitness = 31.36
Gen 210: Best Fitness = 13.00 | Avg Fitness = 32.32
Gen 220: Best Fitness = 13.00 | Avg Fitness = 33.87
Gen 230: Best Fitness = 13.00 | Avg Fitness = 32.11
Gen 240: Best Fitness = 13.00 | Avg Fitness = 32.00
Gen 250: Best Fitness = 13.00 | Avg Fitness = 31.58
Gen 260: Best Fitness = 13.00 | Avg Fitness = 33.35
Gen 270: Best Fitness = 13.00 | Avg Fitness = 31.66
Gen 280: Best Fitness = 13.00 | Avg Fitness = 32.56
Gen 290: Best Fitness = 13.00 | Avg Fitness = 34.72
Gen 300: Best Fitness = 13.00 | Avg Fitness = 32.55
Gen 310: Best Fitness = 13.00 | Avg Fitness = 32.50
Gen 320: Best Fitness = 13.00 | Avg Fitness = 31.83
Gen 330: Best Fitness = 12.00 | Avg Fitness = 31.15
Gen 340: Best Fitness = 12.00 | Avg Fitness = 31.44
Gen 350: Best Fitness = 12.00 | Avg Fitness = 34.11
Gen 360: Best Fitness = 12.00 | Avg Fitness = 31.17
Gen 370: Best Fitness = 12.00 | Avg Fitness = 31.06
Gen 380: Best Fitness = 12.00 | Avg Fitness = 32.28
Gen 390: Best Fitness = 12.00 | Avg Fitness = 31.29
Gen 400: Best Fitness = 11.00 | Avg Fitness = 31.35
Gen 410: Best Fitness = 11.00 | Avg Fitness = 34.62
Gen 420: Best Fitness = 11.00 | Avg Fitness = 28.92
Gen 430: Best Fitness = 11.00 | Avg Fitness = 32.62
Gen 440: Best Fitness = 11.00 | Avg Fitness = 32.44
Gen 450: Best Fitness = 11.00 | Avg Fitness = 32.89
Gen 460: Best Fitness = 10.00 | Avg Fitness = 31.30
Gen 470: Best Fitness = 10.00 | Avg Fitness = 28.44
Gen 480: Best Fitness = 10.00 | Avg Fitness = 30.75
Gen 490: Best Fitness = 10.00 | Avg Fitness = 30.80
Gen 500: Best Fitness = 10.00 | Avg Fitness = 32.10
Gen 510: Best Fitness = 10.00 | Avg Fitness = 30.47
Gen 520: Best Fitness = 10.00 | Avg Fitness = 28.49
Gen 530: Best Fitness = 10.00 | Avg Fitness = 30.43
Gen 540: Best Fitness = 10.00 | Avg Fitness = 32.83
Gen 550: Best Fitness = 10.00 | Avg Fitness = 29.68
Gen 560: Best Fitness = 10.00 | Avg Fitness = 31.23
Gen 570: Best Fitness = 10.00 | Avg Fitness = 30.69
Gen 580: Best Fitness = 10.00 | Avg Fitness = 29.65
Gen 590: Best Fitness = 10.00 | Avg Fitness = 29.26
Gen 600: Best Fitness = 10.00 | Avg Fitness = 32.75
Gen 610: Best Fitness = 10.00 | Avg Fitness = 30.63
Gen 620: Best Fitness = 9.00 | Avg Fitness = 29.98
Gen 630: Best Fitness = 9.00 | Avg Fitness = 30.82
Gen 640: Best Fitness = 9.00 | Avg Fitness = 31.10
Gen 650: Best Fitness = 9.00 | Avg Fitness = 32.35
Gen 660: Best Fitness = 9.00 | Avg Fitness = 31.22
Gen 670: Best Fitness = 9.00 | Avg Fitness = 29.19
Gen 680: Best Fitness = 9.00 | Avg Fitness = 31.01
Gen 690: Best Fitness = 9.00 | Avg Fitness = 30.63
Gen 700: Best Fitness = 9.00 | Avg Fitness = 31.97
Gen 710: Best Fitness = 9.00 | Avg Fitness = 31.16
Gen 720: Best Fitness = 9.00 | Avg Fitness = 29.24
Gen 730: Best Fitness = 9.00 | Avg Fitness = 28.68
Gen 740: Best Fitness = 9.00 | Avg Fitness = 28.80
Gen 750: Best Fitness = 9.00 | Avg Fitness = 30.76
Gen 760: Best Fitness = 9.00 | Avg Fitness = 32.49
Gen 770: Best Fitness = 9.00 | Avg Fitness = 31.28
Gen 780: Best Fitness = 9.00 | Avg Fitness = 30.81
Gen 790: Best Fitness = 9.00 | Avg Fitness = 28.91
Gen 800: Best Fitness = 9.00 | Avg Fitness = 30.72
Gen 810: Best Fitness = 9.00 | Avg Fitness = 31.26
Gen 820: Best Fitness = 9.00 | Avg Fitness = 30.27
Gen 830: Best Fitness = 9.00 | Avg Fitness = 30.73
Gen 840: Best Fitness = 9.00 | Avg Fitness = 30.74
Gen 850: Best Fitness = 9.00 | Avg Fitness = 32.12
Gen 860: Best Fitness = 9.00 | Avg Fitness = 31.71
Gen 870: Best Fitness = 9.00 | Avg Fitness = 30.44
Gen 880: Best Fitness = 9.00 | Avg Fitness = 29.04
Gen 890: Best Fitness = 9.00 | Avg Fitness = 30.23
Gen 900: Best Fitness = 9.00 | Avg Fitness = 28.99
Gen 910: Best Fitness = 9.00 | Avg Fitness = 28.80
Gen 920: Best Fitness = 8.00 | Avg Fitness = 29.02
Gen 930: Best Fitness = 8.00 | Avg Fitness = 30.45
Gen 940: Best Fitness = 8.00 | Avg Fitness = 33.21
Gen 950: Best Fitness = 8.00 | Avg Fitness = 31.33
Gen 960: Best Fitness = 8.00 | Avg Fitness = 29.17
Gen 970: Best Fitness = 8.00 | Avg Fitness = 29.51
Gen 980: Best Fitness = 8.00 | Avg Fitness = 30.41
Gen 990: Best Fitness = 8.00 | Avg Fitness = 28.91
Max generations reached.
Run Finished. Final Fitness: 8.0

--- Mutation 0.1 | Run 7/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 41.00 | Avg Fitness = 65.69
Gen 10: Best Fitness = 23.00 | Avg Fitness = 39.95
Gen 20: Best Fitness = 22.00 | Avg Fitness = 36.36
Gen 30: Best Fitness = 20.00 | Avg Fitness = 36.87
Gen 40: Best Fitness = 20.00 | Avg Fitness = 34.13
Gen 50: Best Fitness = 18.00 | Avg Fitness = 35.41
Gen 60: Best Fitness = 18.00 | Avg Fitness = 35.19
Gen 70: Best Fitness = 18.00 | Avg Fitness = 35.82
Gen 80: Best Fitness = 18.00 | Avg Fitness = 33.44
Gen 90: Best Fitness = 18.00 | Avg Fitness = 35.50
Gen 100: Best Fitness = 15.00 | Avg Fitness = 32.90
Gen 110: Best Fitness = 15.00 | Avg Fitness = 31.61
Gen 120: Best Fitness = 15.00 | Avg Fitness = 32.28
Gen 130: Best Fitness = 15.00 | Avg Fitness = 33.03
Gen 140: Best Fitness = 15.00 | Avg Fitness = 33.39
Gen 150: Best Fitness = 15.00 | Avg Fitness = 35.56
Gen 160: Best Fitness = 15.00 | Avg Fitness = 32.50
Gen 170: Best Fitness = 15.00 | Avg Fitness = 34.16
Gen 180: Best Fitness = 15.00 | Avg Fitness = 31.74
Gen 190: Best Fitness = 15.00 | Avg Fitness = 34.57
Gen 200: Best Fitness = 15.00 | Avg Fitness = 32.85
Gen 210: Best Fitness = 14.00 | Avg Fitness = 30.75
Gen 220: Best Fitness = 14.00 | Avg Fitness = 32.76
Gen 230: Best Fitness = 14.00 | Avg Fitness = 31.48
Gen 240: Best Fitness = 14.00 | Avg Fitness = 29.99
Gen 250: Best Fitness = 14.00 | Avg Fitness = 33.16
Gen 260: Best Fitness = 14.00 | Avg Fitness = 31.49
Gen 270: Best Fitness = 13.00 | Avg Fitness = 30.50
Gen 280: Best Fitness = 13.00 | Avg Fitness = 31.15
Gen 290: Best Fitness = 11.00 | Avg Fitness = 32.18
Gen 300: Best Fitness = 11.00 | Avg Fitness = 31.25
Gen 310: Best Fitness = 11.00 | Avg Fitness = 31.37
Gen 320: Best Fitness = 10.00 | Avg Fitness = 28.82
Gen 330: Best Fitness = 8.00 | Avg Fitness = 27.86
Gen 340: Best Fitness = 8.00 | Avg Fitness = 31.57
Gen 350: Best Fitness = 8.00 | Avg Fitness = 30.05
Gen 360: Best Fitness = 8.00 | Avg Fitness = 30.73
Gen 370: Best Fitness = 8.00 | Avg Fitness = 33.15
Gen 380: Best Fitness = 8.00 | Avg Fitness = 33.44
Gen 390: Best Fitness = 8.00 | Avg Fitness = 32.60
Gen 400: Best Fitness = 8.00 | Avg Fitness = 30.44
Gen 410: Best Fitness = 8.00 | Avg Fitness = 29.48
Gen 420: Best Fitness = 8.00 | Avg Fitness = 30.47
Gen 430: Best Fitness = 8.00 | Avg Fitness = 32.47
Gen 440: Best Fitness = 8.00 | Avg Fitness = 31.02
Gen 450: Best Fitness = 8.00 | Avg Fitness = 29.54
Gen 460: Best Fitness = 8.00 | Avg Fitness = 28.85
Gen 470: Best Fitness = 8.00 | Avg Fitness = 30.79
Gen 480: Best Fitness = 8.00 | Avg Fitness = 29.89
Gen 490: Best Fitness = 8.00 | Avg Fitness = 30.37
Gen 500: Best Fitness = 8.00 | Avg Fitness = 28.42
Gen 510: Best Fitness = 8.00 | Avg Fitness = 28.45
Gen 520: Best Fitness = 8.00 | Avg Fitness = 33.54
Gen 530: Best Fitness = 6.00 | Avg Fitness = 29.06
Gen 540: Best Fitness = 6.00 | Avg Fitness = 29.83
Gen 550: Best Fitness = 6.00 | Avg Fitness = 28.27
Gen 560: Best Fitness = 6.00 | Avg Fitness = 29.72
Gen 570: Best Fitness = 6.00 | Avg Fitness = 30.01
Gen 580: Best Fitness = 6.00 | Avg Fitness = 30.44
Gen 590: Best Fitness = 6.00 | Avg Fitness = 31.14
Gen 600: Best Fitness = 6.00 | Avg Fitness = 29.77
Gen 610: Best Fitness = 6.00 | Avg Fitness = 28.29
Gen 620: Best Fitness = 6.00 | Avg Fitness = 30.67
Gen 630: Best Fitness = 6.00 | Avg Fitness = 30.09
Gen 640: Best Fitness = 6.00 | Avg Fitness = 28.79
Gen 650: Best Fitness = 6.00 | Avg Fitness = 28.91
Gen 660: Best Fitness = 6.00 | Avg Fitness = 29.45
Gen 670: Best Fitness = 6.00 | Avg Fitness = 30.20
Gen 680: Best Fitness = 6.00 | Avg Fitness = 31.73
Gen 690: Best Fitness = 6.00 | Avg Fitness = 31.82
Gen 700: Best Fitness = 6.00 | Avg Fitness = 29.27
Gen 710: Best Fitness = 6.00 | Avg Fitness = 32.90
Gen 720: Best Fitness = 6.00 | Avg Fitness = 29.16
Gen 730: Best Fitness = 6.00 | Avg Fitness = 29.24
Gen 740: Best Fitness = 6.00 | Avg Fitness = 30.19
Gen 750: Best Fitness = 6.00 | Avg Fitness = 31.55
Gen 760: Best Fitness = 6.00 | Avg Fitness = 30.78
Gen 770: Best Fitness = 6.00 | Avg Fitness = 30.55
Gen 780: Best Fitness = 6.00 | Avg Fitness = 29.76
Gen 790: Best Fitness = 6.00 | Avg Fitness = 29.52
Gen 800: Best Fitness = 6.00 | Avg Fitness = 28.46
Gen 810: Best Fitness = 6.00 | Avg Fitness = 29.25
Gen 820: Best Fitness = 6.00 | Avg Fitness = 29.56
Gen 830: Best Fitness = 6.00 | Avg Fitness = 28.73
Gen 840: Best Fitness = 6.00 | Avg Fitness = 31.18
Gen 850: Best Fitness = 6.00 | Avg Fitness = 28.95
Gen 860: Best Fitness = 6.00 | Avg Fitness = 29.17
Gen 870: Best Fitness = 6.00 | Avg Fitness = 29.22
Gen 880: Best Fitness = 6.00 | Avg Fitness = 29.10
Gen 890: Best Fitness = 6.00 | Avg Fitness = 30.26
Gen 900: Best Fitness = 6.00 | Avg Fitness = 30.31
Gen 910: Best Fitness = 6.00 | Avg Fitness = 30.52
Gen 920: Best Fitness = 6.00 | Avg Fitness = 30.95
Gen 930: Best Fitness = 6.00 | Avg Fitness = 29.30
Gen 940: Best Fitness = 6.00 | Avg Fitness = 28.49
Gen 950: Best Fitness = 6.00 | Avg Fitness = 30.03
Gen 960: Best Fitness = 6.00 | Avg Fitness = 29.57
Gen 970: Best Fitness = 6.00 | Avg Fitness = 29.10
Gen 980: Best Fitness = 6.00 | Avg Fitness = 28.05
Gen 990: Best Fitness = 6.00 | Avg Fitness = 27.14
Max generations reached.
Run Finished. Final Fitness: 6.0

--- Mutation 0.1 | Run 8/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 37.00 | Avg Fitness = 66.42
Gen 10: Best Fitness = 24.00 | Avg Fitness = 38.02
Gen 20: Best Fitness = 23.00 | Avg Fitness = 37.81
Gen 30: Best Fitness = 22.00 | Avg Fitness = 34.66
Gen 40: Best Fitness = 20.00 | Avg Fitness = 34.09
Gen 50: Best Fitness = 18.00 | Avg Fitness = 33.25
Gen 60: Best Fitness = 12.00 | Avg Fitness = 35.99
Gen 70: Best Fitness = 12.00 | Avg Fitness = 30.51
Gen 80: Best Fitness = 12.00 | Avg Fitness = 32.54
Gen 90: Best Fitness = 12.00 | Avg Fitness = 29.46
Gen 100: Best Fitness = 11.00 | Avg Fitness = 31.69
Gen 110: Best Fitness = 8.00 | Avg Fitness = 30.44
Gen 120: Best Fitness = 8.00 | Avg Fitness = 30.58
Gen 130: Best Fitness = 8.00 | Avg Fitness = 30.14
Gen 140: Best Fitness = 8.00 | Avg Fitness = 28.29
Gen 150: Best Fitness = 8.00 | Avg Fitness = 30.44
Gen 160: Best Fitness = 8.00 | Avg Fitness = 29.33
Gen 170: Best Fitness = 8.00 | Avg Fitness = 32.44
Gen 180: Best Fitness = 8.00 | Avg Fitness = 27.69
Gen 190: Best Fitness = 8.00 | Avg Fitness = 29.83
Gen 200: Best Fitness = 8.00 | Avg Fitness = 29.41
Gen 210: Best Fitness = 8.00 | Avg Fitness = 29.72
Gen 220: Best Fitness = 8.00 | Avg Fitness = 28.45
Gen 230: Best Fitness = 8.00 | Avg Fitness = 29.94
Gen 240: Best Fitness = 8.00 | Avg Fitness = 30.85
Gen 250: Best Fitness = 8.00 | Avg Fitness = 30.20
Gen 260: Best Fitness = 8.00 | Avg Fitness = 30.41
Gen 270: Best Fitness = 8.00 | Avg Fitness = 32.11
Gen 280: Best Fitness = 8.00 | Avg Fitness = 29.28
Gen 290: Best Fitness = 8.00 | Avg Fitness = 29.14
Gen 300: Best Fitness = 8.00 | Avg Fitness = 29.08
Gen 310: Best Fitness = 8.00 | Avg Fitness = 30.05
Gen 320: Best Fitness = 8.00 | Avg Fitness = 30.16
Gen 330: Best Fitness = 8.00 | Avg Fitness = 30.77
Gen 340: Best Fitness = 8.00 | Avg Fitness = 30.68
Gen 350: Best Fitness = 8.00 | Avg Fitness = 29.83
Gen 360: Best Fitness = 8.00 | Avg Fitness = 29.59
Gen 370: Best Fitness = 8.00 | Avg Fitness = 28.38
Gen 380: Best Fitness = 8.00 | Avg Fitness = 28.66
Gen 390: Best Fitness = 8.00 | Avg Fitness = 29.59
Gen 400: Best Fitness = 8.00 | Avg Fitness = 30.39
Gen 410: Best Fitness = 8.00 | Avg Fitness = 30.46
Gen 420: Best Fitness = 8.00 | Avg Fitness = 29.62
Gen 430: Best Fitness = 8.00 | Avg Fitness = 29.76
Gen 440: Best Fitness = 8.00 | Avg Fitness = 31.28
Gen 450: Best Fitness = 8.00 | Avg Fitness = 29.23
Gen 460: Best Fitness = 8.00 | Avg Fitness = 28.10
Gen 470: Best Fitness = 8.00 | Avg Fitness = 30.38
Gen 480: Best Fitness = 8.00 | Avg Fitness = 30.09
Gen 490: Best Fitness = 8.00 | Avg Fitness = 28.56
Gen 500: Best Fitness = 8.00 | Avg Fitness = 29.90
Gen 510: Best Fitness = 8.00 | Avg Fitness = 28.59
Gen 520: Best Fitness = 8.00 | Avg Fitness = 30.36
Gen 530: Best Fitness = 8.00 | Avg Fitness = 30.18
Gen 540: Best Fitness = 8.00 | Avg Fitness = 30.89
Gen 550: Best Fitness = 8.00 | Avg Fitness = 30.93
Gen 560: Best Fitness = 8.00 | Avg Fitness = 29.79
Gen 570: Best Fitness = 8.00 | Avg Fitness = 32.13
Gen 580: Best Fitness = 8.00 | Avg Fitness = 30.67
Gen 590: Best Fitness = 8.00 | Avg Fitness = 28.41
Gen 600: Best Fitness = 8.00 | Avg Fitness = 30.26
Gen 610: Best Fitness = 8.00 | Avg Fitness = 30.22
Gen 620: Best Fitness = 8.00 | Avg Fitness = 30.79
Gen 630: Best Fitness = 8.00 | Avg Fitness = 29.93
Gen 640: Best Fitness = 8.00 | Avg Fitness = 30.26
Gen 650: Best Fitness = 8.00 | Avg Fitness = 29.08
Gen 660: Best Fitness = 8.00 | Avg Fitness = 30.58
Gen 670: Best Fitness = 8.00 | Avg Fitness = 29.93
Gen 680: Best Fitness = 8.00 | Avg Fitness = 28.68
Gen 690: Best Fitness = 8.00 | Avg Fitness = 26.91
Gen 700: Best Fitness = 8.00 | Avg Fitness = 31.07
Gen 710: Best Fitness = 8.00 | Avg Fitness = 29.39
Gen 720: Best Fitness = 8.00 | Avg Fitness = 28.82
Gen 730: Best Fitness = 8.00 | Avg Fitness = 29.78
Gen 740: Best Fitness = 8.00 | Avg Fitness = 29.48
Gen 750: Best Fitness = 8.00 | Avg Fitness = 29.12
Gen 760: Best Fitness = 8.00 | Avg Fitness = 32.72
Gen 770: Best Fitness = 8.00 | Avg Fitness = 28.17
Gen 780: Best Fitness = 8.00 | Avg Fitness = 29.00
Gen 790: Best Fitness = 8.00 | Avg Fitness = 31.93
Gen 800: Best Fitness = 8.00 | Avg Fitness = 29.08
Gen 810: Best Fitness = 8.00 | Avg Fitness = 26.68
Gen 820: Best Fitness = 8.00 | Avg Fitness = 29.73
Gen 830: Best Fitness = 8.00 | Avg Fitness = 29.08
Gen 840: Best Fitness = 8.00 | Avg Fitness = 29.95
Gen 850: Best Fitness = 8.00 | Avg Fitness = 27.54
Gen 860: Best Fitness = 8.00 | Avg Fitness = 29.47
Gen 870: Best Fitness = 8.00 | Avg Fitness = 26.94
Gen 880: Best Fitness = 8.00 | Avg Fitness = 28.13
Gen 890: Best Fitness = 8.00 | Avg Fitness = 27.33
Gen 900: Best Fitness = 8.00 | Avg Fitness = 32.84
Gen 910: Best Fitness = 8.00 | Avg Fitness = 30.56
Gen 920: Best Fitness = 8.00 | Avg Fitness = 29.59
Gen 930: Best Fitness = 8.00 | Avg Fitness = 29.15
Gen 940: Best Fitness = 8.00 | Avg Fitness = 28.67
Gen 950: Best Fitness = 8.00 | Avg Fitness = 29.57
Gen 960: Best Fitness = 8.00 | Avg Fitness = 32.27
Gen 970: Best Fitness = 8.00 | Avg Fitness = 27.95
Gen 980: Best Fitness = 8.00 | Avg Fitness = 31.65
Gen 990: Best Fitness = 8.00 | Avg Fitness = 28.73
Max generations reached.
Run Finished. Final Fitness: 8.0

--- Mutation 0.1 | Run 9/10 ---
Starting evolution with population size 100...
Gen 0: Best Fitness = 46.00 | Avg Fitness = 68.33
Gen 10: Best Fitness = 27.00 | Avg Fitness = 40.88
Gen 20: Best Fitness = 19.00 | Avg Fitness = 34.50
Gen 30: Best Fitness = 16.00 | Avg Fitness = 34.35
Gen 40: Best Fitness = 16.00 | Avg Fitness = 33.85
Gen 50: Best Fitness = 16.00 | Avg Fitness = 32.20
